# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-01 18:25:10 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04170500 HURON RIVER NEAR NEW HUDSON, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04170500
#            TS   parameter     statistic     Description
#         71272       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd,site_no,datetime,71272_00060_00003,71272_00060_00003_cd
USGS,04170500,1996-06-23,385,A
USGS,04170500,1996-06-24,383,A
USGS,04170500,1996-06-25,365,A
USGS,04170500,1996-06-26,340,A
USGS,04170500,1996-06-27,314,A
USGS,04170500,1996-06-28,295,A
USGS,04170500,1996-06-29,270,A
USGS,04170500,1996-06-30,254,A
USGS,04170500,1996-07-01,237,A
USGS,04170500,1996-07-02,220,A
USGS,04170500,1996-07-03,203,A
USGS,04170500,1996-07-04,183,A
USGS,04170500,1996-07-05,168,A
USGS,04170500,1996-07-06,158,A
USGS,04170500,1996-07-07,141,A
USGS,04170500,1996-07-08,124,A
USGS,04170500,1996-07-09,119,A
USGS,04170500,1996-07-10,113,A
USGS,04170500,1996-07-11,99.0,A
USGS,04170500,1996-07-12,93.0,A
USGS,04170500,1996-07-13,83.0,A
USGS,04170500,1996-07-14,72.0,A
USGS,04170500,1996-07-15,71.0,A
USGS,04170500,1996-07-16,65.0,A
USGS,04170500,1996-07-17,65.0,A
USGS,04170500,1996-07-18,70.0,A
USGS,04170500,1996-07-19,87.0,A
USGS,04170500,1996-07-20,85.0,A
USGS,04170500,1996-07-21,79.0,A
USGS,04170500,1996-07-22,78.0,A
USGS,04170500,1996-07-23,71.0,A
USGS,04170500,1996-07-24,56.0,A
USGS,04170500,1996-07-25,59.0,A
USGS,04170500,1996-07-26,63.0,A
USGS,04170500,1996-07-27,64.0,A
USGS,04170500,1996-07-28,62.0,A
USGS,04170500,1996-07-29,63.0,A
USGS,04170500,1996-07-30,77.0,A
USGS,04170500,1996-07-31,85.0,A
USGS,04170500,1996-08-01,88.0,A
USGS,04170500,1996-08-02,88.0,A
USGS,04170500,1996-08-03,86.0,A
USGS,04170500,1996-08-04,78.0,A
USGS,04170500,1996-08-05,71.0,A
USGS,04170500,1996-08-06,67.0,A
USGS,04170500,1996-08-07,61.0,A
USGS,04170500,1996-08-08,59.0,A
USGS,04170500,1996-08-09,53.0,A
USGS,04170500,1996-08-10,53.0,A
USGS,04170500,1996-08-11,48.0,A
USGS,04170500,1996-08-12,46.0,A
USGS,04170500,1996-08-13,50.0,A
USGS,04170500,1996-08-14,50.0,A
USGS,04170500,1996-08-15,50.0,A
USGS,04170500,1996-08-16,49.0,A
USGS,04170500,1996-08-17,49.0,A
USGS,04170500,1996-08-18,49.0,A
USGS,04170500,1996-08-19,49.0,A
USGS,04170500,1996-08-20,51.0,A
USGS,04170500,1996-08-21,55.0,A
USGS,04170500,1996-08-22,52.0,A
USGS,04170500,1996-08-23,63.0,A
USGS,04170500,1996-08-24,61.0,A
USGS,04170500,1996-08-25,54.0,A
USGS,04170500,1996-08-26,52.0,A
USGS,04170500,1996-08-27,50.0,A
USGS,04170500,1996-08-28,47.0,A
USGS,04170500,1996-08-29,46.0,A
USGS,04170500,1996-08-30,46.0,A
USGS,04170500,1996-08-31,45.0,A
USGS,04170500,1996-09-01,44.0,A
USGS,04170500,1996-09-02,43.0,A
USGS,04170500,1996-09-03,41.0,A
USGS,04170500,1996-09-04,41.0,A
USGS,04170500,1996-09-05,40.0,A
USGS,04170500,1996-09-06,39.0,A
USGS,04170500,1996-09-07,44.0,A
USGS,04170500,1996-09-08,54.0,A
USGS,04170500,1996-09-09,76.0,A
USGS,04170500,1996-09-10,77.0,A
USGS,04170500,1996-09-11,73.0,A
USGS,04170500,1996-09-12,68.0,A
USGS,04170500,1996-09-13,64.0,A
USGS,04170500,1996-09-14,61.0,A
USGS,04170500,1996-09-15,66.0,A
USGS,04170500,1996-09-16,68.0,A
USGS,04170500,1996-09-17,66.0,A
USGS,04170500,1996-09-18,62.0,A
USGS,04170500,1996-09-19,60.0,A
USGS,04170500,1996-09-20,57.0,A
USGS,04170500,1996-09-21,57.0,A
USGS,04170500,1996-09-22,71.0,A
USGS,04170500,1996-09-23,87.0,A
USGS,04170500,1996-09-24,89.0,A
USGS,04170500,1996-09-25,83.0,A
USGS,04170500,1996-09-26,79.0,A
USGS,04170500,1996-09-27,90.0,A
USGS,04170500,1996-09-28,111,A
USGS,04170500,1996-09-29,112,A
USGS,04170500,1996-09-30,102,A
USGS,04170500,1996-10-01,92.0,A
USGS,04170500,1996-10-02,88.0,A
USGS,04170500,1996-10-03,84.0,A
USGS,04170500,1996-10-04,79.0,A
USGS,04170500,1996-10-05,78.0,A
USGS,04170500,1996-10-06,76.0,A
USGS,04170500,1996-10-07,79.0,A
USGS,04170500,1996-10-08,79.0,A
USGS,04170500,1996-10-09,79.0,A
USGS,04170500,1996-10-10,79.0,A
USGS,04170500,1996-10-11,73.0,A
USGS,04170500,1996-10-12,69.0,A
USGS,04170500,1996-10-13,67.0,A
USGS,04170500,1996-10-14,68.0,A
USGS,04170500,1996-10-15,63.0,A
USGS,04170500,1996-10-16,62.0,A
USGS,04170500,1996-10-17,61.0,A
USGS,04170500,1996-10-18,67.0,A
USGS,04170500,1996-10-19,71.0,A
USGS,04170500,1996-10-20,68.0,A
USGS,04170500,1996-10-21,66.0,A
USGS,04170500,1996-10-22,65.0,A
USGS,04170500,1996-10-23,75.0,A
USGS,04170500,1996-10-24,82.0,A
USGS,04170500,1996-10-25,83.0,A
USGS,04170500,1996-10-26,80.0,A
USGS,04170500,1996-10-27,75.0,A
USGS,04170500,1996-10-28,74.0,A
USGS,04170500,1996-10-29,78.0,A
USGS,04170500,1996-10-30,98.0,A
USGS,04170500,1996-10-31,160,A
USGS,04170500,1996-11-01,168,A
USGS,04170500,1996-11-02,139,A
USGS,04170500,1996-11-03,121,A
USGS,04170500,1996-11-04,163,A
USGS,04170500,1996-11-05,232,A
USGS,04170500,1996-11-06,208,A
USGS,04170500,1996-11-07,193,A
USGS,04170500,1996-11-08,219,A
USGS,04170500,1996-11-09,224,A
USGS,04170500,1996-11-10,218,A
USGS,04170500,1996-11-11,203,A
USGS,04170500,1996-11-12,254,A
USGS,04170500,1996-11-13,226,A
USGS,04170500,1996-11-14,220,A
USGS,04170500,1996-11-15,212,A
USGS,04170500,1996-11-16,164,A
USGS,04170500,1996-11-17,151,A
USGS,04170500,1996-11-18,211,A
USGS,04170500,1996-11-19,211,A
USGS,04170500,1996-11-20,186,A
USGS,04170500,1996-11-21,175,A
USGS,04170500,1996-11-22,218,A
USGS,04170500,1996-11-23,213,A
USGS,04170500,1996-11-24,193,A
USGS,04170500,1996-11-25,216,A
USGS,04170500,1996-11-26,221,A
USGS,04170500,1996-11-27,237,A
USGS,04170500,1996-11-28,227,A
USGS,04170500,1996-11-29,193,A
USGS,04170500,1996-11-30,180,A
USGS,04170500,1996-12-01,180,A
USGS,04170500,1996-12-02,188,A
USGS,04170500,1996-12-03,189,A
USGS,04170500,1996-12-04,184,A
USGS,04170500,1996-12-05,181,A
USGS,04170500,1996-12-06,179,A
USGS,04170500,1996-12-07,176,A
USGS,04170500,1996-12-08,175,A
USGS,04170500,1996-12-09,173,A
USGS,04170500,1996-12-10,167,A
USGS,04170500,1996-12-11,171,A
USGS,04170500,1996-12-12,171,A
USGS,04170500,1996-12-13,182,A
USGS,04170500,1996-12-14,188,A
USGS,04170500,1996-12-15,186,A
USGS,04170500,1996-12-16,184,A
USGS,04170500,1996-12-17,187,A
USGS,04170500,1996-12-18,183,A
USGS,04170500,1996-12-19,180,A
USGS,04170500,1996-12-20,171,A
USGS,04170500,1996-12-21,163,A
USGS,04170500,1996-12-22,157,A
USGS,04170500,1996-12-23,164,A
USGS,04170500,1996-12-24,200,A
USGS,04170500,1996-12-25,214,A
USGS,04170500,1996-12-26,214,A
USGS,04170500,1996-12-27,207,A
USGS,04170500,1996-12-28,195,A
USGS,04170500,1996-12-29,189,A
USGS,04170500,1996-12-30,186,A
USGS,04170500,1996-12-31,182,A
USGS,04170500,1997-01-01,178,A
USGS,04170500,1997-01-02,177,A
USGS,04170500,1997-01-03,179,A
USGS,04170500,1997-01-04,183,A
USGS,04170500,1997-01-05,188,A
USGS,04170500,1997-01-06,191,A
USGS,04170500,1997-01-07,187,A
USGS,04170500,1997-01-08,178,A
USGS,04170500,1997-01-09,173,A
USGS,04170500,1997-01-10,168,A
USGS,04170500,1997-01-11,158,A
USGS,04170500,1997-01-12,154,A
USGS,04170500,1997-01-13,149,A
USGS,04170500,1997-01-14,143,A
USGS,04170500,1997-01-15,142,A
USGS,04170500,1997-01-16,144,A
USGS,04170500,1997-01-17,137,A
USGS,04170500,1997-01-18,136,A
USGS,04170500,1997-01-19,133,A
USGS,04170500,1997-01-20,128,A
USGS,04170500,1997-01-21,127,A
USGS,04170500,1997-01-22,137,A
USGS,04170500,1997-01-23,153,A
USGS,04170500,1997-01-24,158,A
USGS,04170500,1997-01-25,157,A
USGS,04170500,1997-01-26,151,A
USGS,04170500,1997-01-27,147,A
USGS,04170500,1997-01-28,144,A
USGS,04170500,1997-01-29,138,A
USGS,04170500,1997-01-30,135,A
USGS,04170500,1997-01-31,131,A
USGS,04170500,1997-02-01,128,A
USGS,04170500,1997-02-02,126,A
USGS,04170500,1997-02-03,125,A
USGS,04170500,1997-02-04,131,A
USGS,04170500,1997-02-05,146,A
USGS,04170500,1997-02-06,154,A
USGS,04170500,1997-02-07,155,A
USGS,04170500,1997-02-08,154,A
USGS,04170500,1997-02-09,153,A
USGS,04170500,1997-02-10,153,A
USGS,04170500,1997-02-11,152,A
USGS,04170500,1997-02-12,152,A
USGS,04170500,1997-02-13,150,A
USGS,04170500,1997-02-14,148,A
USGS,04170500,1997-02-15,144,A
USGS,04170500,1997-02-16,143,A
USGS,04170500,1997-02-17,139,A
USGS,04170500,1997-02-18,136,A
USGS,04170500,1997-02-19,142,A
USGS,04170500,1997-02-20,154,A
USGS,04170500,1997-02-21,204,A
USGS,04170500,1997-02-22,249,A
USGS,04170500,1997-02-23,269,A
USGS,04170500,1997-02-24,265,A
USGS,04170500,1997-02-25,247,A
USGS,04170500,1997-02-26,233,A
USGS,04170500,1997-02-27,252,A
USGS,04170500,1997-02-28,268,A
USGS,04170500,1997-03-01,280,A
USGS,04170500,1997-03-02,280,A
USGS,04170500,1997-03-03,273,A
USGS,04170500,1997-03-04,259,A
USGS,04170500,1997-03-05,252,A
USGS,04170500,1997-03-06,247,A
USGS,04170500,1997-03-07,238,A
USGS,04170500,1997-03-08,232,A
USGS,04170500,1997-03-09,224,A
USGS,04170500,1997-03-10,223,A
USGS,04170500,1997-03-11,221,A
USGS,04170500,1997-03-12,160,A
USGS,04170500,1997-03-13,138,A
USGS,04170500,1997-03-14,149,A
USGS,04170500,1997-03-15,150,A
USGS,04170500,1997-03-16,198,A
USGS,04170500,1997-03-17,161,A
USGS,04170500,1997-03-18,136,A
USGS,04170500,1997-03-19,137,A
USGS,04170500,1997-03-20,132,A
USGS,04170500,1997-03-21,163,A
USGS,04170500,1997-03-22,182,A
USGS,04170500,1997-03-23,191,A
USGS,04170500,1997-03-24,124,A
USGS,04170500,1997-03-25,119,A
USGS,04170500,1997-03-26,133,A
USGS,04170500,1997-03-27,143,A
USGS,04170500,1997-03-28,170,A
USGS,04170500,1997-03-29,222,A
USGS,04170500,1997-03-30,268,A
USGS,04170500,1997-03-31,286,A
USGS,04170500,1997-04-01,278,A
USGS,04170500,1997-04-02,266,A
USGS,04170500,1997-04-03,252,A
USGS,04170500,1997-04-04,242,A
USGS,04170500,1997-04-05,242,A
USGS,04170500,1997-04-06,234,A
USGS,04170500,1997-04-07,233,A
USGS,04170500,1997-04-08,231,A
USGS,04170500,1997-04-09,218,A
USGS,04170500,1997-04-10,160,A
USGS,04170500,1997-04-11,132,A
USGS,04170500,1997-04-12,166,A
USGS,04170500,1997-04-13,179,A
USGS,04170500,1997-04-14,185,A
USGS,04170500,1997-04-15,185,A
USGS,04170500,1997-04-16,186,A
USGS,04170500,1997-04-17,185,A
USGS,04170500,1997-04-18,178,A
USGS,04170500,1997-04-19,171,A
USGS,04170500,1997-04-20,163,A
USGS,04170500,1997-04-21,154,A
USGS,04170500,1997-04-22,145,A
USGS,04170500,1997-04-23,138,A
USGS,04170500,1997-04-24,131,A
USGS,04170500,1997-04-25,123,A
USGS,04170500,1997-04-26,117,A
USGS,04170500,1997-04-27,111,A
USGS,04170500,1997-04-28,66.0,A
USGS,04170500,1997-04-29,58.0,A
USGS,04170500,1997-04-30,77.0,A
USGS,04170500,1997-05-01,85.0,A
USGS,04170500,1997-05-02,96.0,A
USGS,04170500,1997-05-03,116,A
USGS,04170500,1997-05-04,133,A
USGS,04170500,1997-05-05,144,A
USGS,04170500,1997-05-06,170,A
USGS,04170500,1997-05-07,174,A
USGS,04170500,1997-05-08,179,A
USGS,04170500,1997-05-09,173,A
USGS,04170500,1997-05-10,178,A
USGS,04170500,1997-05-11,179,A
USGS,04170500,1997-05-12,175,A
USGS,04170500,1997-05-13,171,A
USGS,04170500,1997-05-14,164,A
USGS,04170500,1997-05-15,161,A
USGS,04170500,1997-05-16,160,A
USGS,04170500,1997-05-17,164,A
USGS,04170500,1997-05-18,162,A
USGS,04170500,1997-05-19,227,A
USGS,04170500,1997-05-20,252,A
USGS,04170500,1997-05-21,267,A
USGS,04170500,1997-05-22,261,A
USGS,04170500,1997-05-23,249,A
USGS,04170500,1997-05-24,221,A
USGS,04170500,1997-05-25,225,A
USGS,04170500,1997-05-26,213,A
USGS,04170500,1997-05-27,200,A
USGS,04170500,1997-05-28,186,A
USGS,04170500,1997-05-29,188,A
USGS,04170500,1997-05-30,201,A
USGS,04170500,1997-05-31,206,A
USGS,04170500,1997-06-01,209,A
USGS,04170500,1997-06-02,204,A
USGS,04170500,1997-06-03,206,A
USGS,04170500,1997-06-04,201,A
USGS,04170500,1997-06-05,189,A
USGS,04170500,1997-06-06,183,A
USGS,04170500,1997-06-07,177,A
USGS,04170500,1997-06-08,171,A
USGS,04170500,1997-06-09,161,A
USGS,04170500,1997-06-10,154,A
USGS,04170500,1997-06-11,141,A
USGS,04170500,1997-06-12,142,A
USGS,04170500,1997-06-13,145,A
USGS,04170500,1997-06-14,131,A
USGS,04170500,1997-06-15,109,A
USGS,04170500,1997-06-16,101,A
USGS,04170500,1997-06-17,102,A
USGS,04170500,1997-06-18,99.0,A
USGS,04170500,1997-06-19,96.0,A
USGS,04170500,1997-06-20,99.0,A
USGS,04170500,1997-06-21,107,A
USGS,04170500,1997-06-22,120,A
USGS,04170500,1997-06-23,127,A
USGS,04170500,1997-06-24,130,A
USGS,04170500,1997-06-25,131,A
USGS,04170500,1997-06-26,136,A
USGS,04170500,1997-06-27,136,A
USGS,04170500,1997-06-28,133,A
USGS,04170500,1997-06-29,125,A
USGS,04170500,1997-06-30,115,A
USGS,04170500,1997-07-01,112,A
USGS,04170500,1997-07-02,122,A
USGS,04170500,1997-07-03,163,A
USGS,04170500,1997-07-04,165,A
USGS,04170500,1997-07-05,162,A
USGS,04170500,1997-07-06,154,A
USGS,04170500,1997-07-07,147,A
USGS,04170500,1997-07-08,134,A
USGS,04170500,1997-07-09,129,A
USGS,04170500,1997-07-10,115,A
USGS,04170500,1997-07-11,105,A
USGS,04170500,1997-07-12,99.0,A
USGS,04170500,1997-07-13,95.0,A:e
USGS,04170500,1997-07-14,88.0,A:e
USGS,04170500,1997-07-15,80.0,A:e
USGS,04170500,1997-07-16,72.0,A:e
USGS,04170500,1997-07-17,66.0,A:e
USGS,04170500,1997-07-18,61.0,A:e
USGS,04170500,1997-07-19,57.0,A:e
USGS,04170500,1997-07-20,54.0,A:e
USGS,04170500,1997-07-21,66.0,A:e
USGS,04170500,1997-07-22,80.0,A:e
USGS,04170500,1997-07-23,70.0,A:e
USGS,04170500,1997-07-24,63.0,A:e
USGS,04170500,1997-07-25,60.0,A:e
USGS,04170500,1997-07-26,95.0,A:e
USGS,04170500,1997-07-27,110,A:e
USGS,04170500,1997-07-28,100,A:e
USGS,04170500,1997-07-29,85.0,A:e
USGS,04170500,1997-07-30,75.0,A:e
USGS,04170500,1997-07-31,70.0,A:e
USGS,04170500,1997-08-01,68.0,A:e
USGS,04170500,1997-08-02,67.0,A:e
USGS,04170500,1997-08-03,62.0,A:e
USGS,04170500,1997-08-04,68.0,A:e
USGS,04170500,1997-08-05,67.0,A:e
USGS,04170500,1997-08-06,65.0,A:e
USGS,04170500,1997-08-07,63.0,A:e
USGS,04170500,1997-08-08,61.0,A:e
USGS,04170500,1997-08-09,59.0,A:e
USGS,04170500,1997-08-10,57.0,A:e
USGS,04170500,1997-08-11,60.0,A:e
USGS,04170500,1997-08-12,70.0,A:e
USGS,04170500,1997-08-13,88.0,A:e
USGS,04170500,1997-08-14,84.0,A:e
USGS,04170500,1997-08-15,82.0,A:e
USGS,04170500,1997-08-16,85.0,A:e
USGS,04170500,1997-08-17,88.0,A:e
USGS,04170500,1997-08-18,90.0,A:e
USGS,04170500,1997-08-19,85.0,A:e
USGS,04170500,1997-08-20,85.0,A:e
USGS,04170500,1997-08-21,91.0,A:e
USGS,04170500,1997-08-22,96.0,A
USGS,04170500,1997-08-23,95.0,A
USGS,04170500,1997-08-24,99.0,A
USGS,04170500,1997-08-25,100,A
USGS,04170500,1997-08-26,95.0,A
USGS,04170500,1997-08-27,92.0,A
USGS,04170500,1997-08-28,91.0,A
USGS,04170500,1997-08-29,85.0,A
USGS,04170500,1997-08-30,80.0,A
USGS,04170500,1997-08-31,77.0,A
USGS,04170500,1997-09-01,72.0,A
USGS,04170500,1997-09-02,74.0,A
USGS,04170500,1997-09-03,76.0,A
USGS,04170500,1997-09-04,69.0,A
USGS,04170500,1997-09-05,64.0,A
USGS,04170500,1997-09-06,61.0,A
USGS,04170500,1997-09-07,64.0,A
USGS,04170500,1997-09-08,63.0,A
USGS,04170500,1997-09-09,67.0,A
USGS,04170500,1997-09-10,112,A
USGS,04170500,1997-09-11,139,A
USGS,04170500,1997-09-12,157,A
USGS,04170500,1997-09-13,158,A
USGS,04170500,1997-09-14,151,A
USGS,04170500,1997-09-15,144,A
USGS,04170500,1997-09-16,139,A
USGS,04170500,1997-09-17,145,A
USGS,04170500,1997-09-18,150,A
USGS,04170500,1997-09-19,154,A
USGS,04170500,1997-09-20,206,A
USGS,04170500,1997-09-21,210,A
USGS,04170500,1997-09-22,204,A
USGS,04170500,1997-09-23,193,A
USGS,04170500,1997-09-24,175,A
USGS,04170500,1997-09-25,163,A
USGS,04170500,1997-09-26,154,A
USGS,04170500,1997-09-27,143,A
USGS,04170500,1997-09-28,133,A
USGS,04170500,1997-09-29,128,A
USGS,04170500,1997-09-30,122,A
USGS,04170500,1997-10-01,114,A
USGS,04170500,1997-10-02,102,A
USGS,04170500,1997-10-03,99.0,A
USGS,04170500,1997-10-04,99.0,A
USGS,04170500,1997-10-05,100,A
USGS,04170500,1997-10-06,98.0,A
USGS,04170500,1997-10-07,96.0,A
USGS,04170500,1997-10-08,96.0,A
USGS,04170500,1997-10-09,97.0,A
USGS,04170500,1997-10-10,106,A
USGS,04170500,1997-10-11,105,A
USGS,04170500,1997-10-12,100,A
USGS,04170500,1997-10-13,94.0,A
USGS,04170500,1997-10-14,105,A
USGS,04170500,1997-10-15,104,A
USGS,04170500,1997-10-16,101,A
USGS,04170500,1997-10-17,97.0,A
USGS,04170500,1997-10-18,93.0,A
USGS,04170500,1997-10-19,90.0,A
USGS,04170500,1997-10-20,87.0,A
USGS,04170500,1997-10-21,80.0,A
USGS,04170500,1997-10-22,77.0,A
USGS,04170500,1997-10-23,75.0,A
USGS,04170500,1997-10-24,78.0,A
USGS,04170500,1997-10-25,78.0,A
USGS,04170500,1997-10-26,91.0,A
USGS,04170500,1997-10-27,112,A
USGS,04170500,1997-10-28,120,A
USGS,04170500,1997-10-29,124,A
USGS,04170500,1997-10-30,125,A
USGS,04170500,1997-10-31,150,A:e
USGS,04170500,1997-11-01,180,A:e
USGS,04170500,1997-11-02,210,A:e
USGS,04170500,1997-11-03,250,A:e
USGS,04170500,1997-11-04,260,A:e
USGS,04170500,1997-11-05,270,A:e
USGS,04170500,1997-11-06,260,A:e
USGS,04170500,1997-11-07,240,A:e
USGS,04170500,1997-11-08,200,A:e
USGS,04170500,1997-11-09,170,A:e
USGS,04170500,1997-11-10,200,A:e
USGS,04170500,1997-11-11,215,A
USGS,04170500,1997-11-12,231,A
USGS,04170500,1997-11-13,219,A
USGS,04170500,1997-11-14,184,A
USGS,04170500,1997-11-15,164,A
USGS,04170500,1997-11-16,147,A
USGS,04170500,1997-11-17,222,A
USGS,04170500,1997-11-18,222,A
USGS,04170500,1997-11-19,194,A
USGS,04170500,1997-11-20,177,A
USGS,04170500,1997-11-21,173,A
USGS,04170500,1997-11-22,166,A
USGS,04170500,1997-11-23,153,A
USGS,04170500,1997-11-24,148,A
USGS,04170500,1997-11-25,143,A
USGS,04170500,1997-11-26,142,A
USGS,04170500,1997-11-27,143,A
USGS,04170500,1997-11-28,146,A
USGS,04170500,1997-11-29,147,A
USGS,04170500,1997-11-30,152,A
USGS,04170500,1997-12-01,149,A
USGS,04170500,1997-12-02,145,A
USGS,04170500,1997-12-03,144,A
USGS,04170500,1997-12-04,145,A
USGS,04170500,1997-12-05,145,A
USGS,04170500,1997-12-06,144,A
USGS,04170500,1997-12-07,146,A
USGS,04170500,1997-12-08,147,A
USGS,04170500,1997-12-09,149,A
USGS,04170500,1997-12-10,157,A
USGS,04170500,1997-12-11,157,A
USGS,04170500,1997-12-12,155,A
USGS,04170500,1997-12-13,154,A
USGS,04170500,1997-12-14,154,A
USGS,04170500,1997-12-15,152,A
USGS,04170500,1997-12-16,152,A
USGS,04170500,1997-12-17,153,A
USGS,04170500,1997-12-18,152,A
USGS,04170500,1997-12-19,153,A
USGS,04170500,1997-12-20,156,A
USGS,04170500,1997-12-21,157,A
USGS,04170500,1997-12-22,157,A
USGS,04170500,1997-12-23,159,A
USGS,04170500,1997-12-24,161,A
USGS,04170500,1997-12-25,170,A
USGS,04170500,1997-12-26,176,A
USGS,04170500,1997-12-27,178,A
USGS,04170500,1997-12-28,170,A
USGS,04170500,1997-12-29,162,A
USGS,04170500,1997-12-30,155,A
USGS,04170500,1997-12-31,147,A
USGS,04170500,1998-01-01,139,A
USGS,04170500,1998-01-02,133,A
USGS,04170500,1998-01-03,134,A
USGS,04170500,1998-01-04,146,A
USGS,04170500,1998-01-05,156,A
USGS,04170500,1998-01-06,177,A
USGS,04170500,1998-01-07,198,A
USGS,04170500,1998-01-08,228,A
USGS,04170500,1998-01-09,237,A
USGS,04170500,1998-01-10,240,A
USGS,04170500,1998-01-11,242,A
USGS,04170500,1998-01-12,231,A
USGS,04170500,1998-01-13,218,A
USGS,04170500,1998-01-14,207,A
USGS,04170500,1998-01-15,202,A
USGS,04170500,1998-01-16,194,A
USGS,04170500,1998-01-17,187,A
USGS,04170500,1998-01-18,183,A
USGS,04170500,1998-01-19,178,A
USGS,04170500,1998-01-20,173,A
USGS,04170500,1998-01-21,168,A
USGS,04170500,1998-01-22,165,A
USGS,04170500,1998-01-23,164,A
USGS,04170500,1998-01-24,158,A
USGS,04170500,1998-01-25,151,A
USGS,04170500,1998-01-26,148,A
USGS,04170500,1998-01-27,144,A
USGS,04170500,1998-01-28,140,A
USGS,04170500,1998-01-29,140,A
USGS,04170500,1998-01-30,139,A
USGS,04170500,1998-01-31,136,A
USGS,04170500,1998-02-01,136,A
USGS,04170500,1998-02-02,134,A
USGS,04170500,1998-02-03,133,A
USGS,04170500,1998-02-04,132,A
USGS,04170500,1998-02-05,129,A
USGS,04170500,1998-02-06,127,A
USGS,04170500,1998-02-07,126,A
USGS,04170500,1998-02-08,127,A
USGS,04170500,1998-02-09,128,A
USGS,04170500,1998-02-10,128,A
USGS,04170500,1998-02-11,136,A
USGS,04170500,1998-02-12,153,A
USGS,04170500,1998-02-13,162,A
USGS,04170500,1998-02-14,164,A
USGS,04170500,1998-02-15,159,A
USGS,04170500,1998-02-16,157,A
USGS,04170500,1998-02-17,175,A
USGS,04170500,1998-02-18,240,A
USGS,04170500,1998-02-19,288,A
USGS,04170500,1998-02-20,321,A
USGS,04170500,1998-02-21,326,A
USGS,04170500,1998-02-22,310,A
USGS,04170500,1998-02-23,281,A
USGS,04170500,1998-02-24,253,A
USGS,04170500,1998-02-25,246,A
USGS,04170500,1998-02-26,239,A
USGS,04170500,1998-02-27,232,A
USGS,04170500,1998-02-28,228,A
USGS,04170500,1998-03-01,225,A
USGS,04170500,1998-03-02,181,A
USGS,04170500,1998-03-03,176,A
USGS,04170500,1998-03-04,192,A
USGS,04170500,1998-03-05,153,A
USGS,04170500,1998-03-06,137,A
USGS,04170500,1998-03-07,164,A
USGS,04170500,1998-03-08,181,A
USGS,04170500,1998-03-09,172,A
USGS,04170500,1998-03-10,181,A
USGS,04170500,1998-03-11,223,A
USGS,04170500,1998-03-12,178,A
USGS,04170500,1998-03-13,160,A
USGS,04170500,1998-03-14,189,A
USGS,04170500,1998-03-15,197,A
USGS,04170500,1998-03-16,107,A
USGS,04170500,1998-03-17,90.0,A
USGS,04170500,1998-03-18,150,A
USGS,04170500,1998-03-19,176,A
USGS,04170500,1998-03-20,211,A
USGS,04170500,1998-03-21,242,A
USGS,04170500,1998-03-22,237,A
USGS,04170500,1998-03-23,234,A
USGS,04170500,1998-03-24,205,A
USGS,04170500,1998-03-25,192,A
USGS,04170500,1998-03-26,176,A
USGS,04170500,1998-03-27,176,A
USGS,04170500,1998-03-28,201,A
USGS,04170500,1998-03-29,216,A
USGS,04170500,1998-03-30,212,A
USGS,04170500,1998-03-31,210,A
USGS,04170500,1998-04-01,216,A
USGS,04170500,1998-04-02,219,A
USGS,04170500,1998-04-03,222,A
USGS,04170500,1998-04-04,215,A
USGS,04170500,1998-04-05,202,A
USGS,04170500,1998-04-06,196,A
USGS,04170500,1998-04-07,191,A
USGS,04170500,1998-04-08,191,A
USGS,04170500,1998-04-09,204,A
USGS,04170500,1998-04-10,205,A
USGS,04170500,1998-04-11,209,A
USGS,04170500,1998-04-12,205,A
USGS,04170500,1998-04-13,198,A
USGS,04170500,1998-04-14,201,A
USGS,04170500,1998-04-15,202,A
USGS,04170500,1998-04-16,193,A
USGS,04170500,1998-04-17,185,A
USGS,04170500,1998-04-18,178,A
USGS,04170500,1998-04-19,172,A
USGS,04170500,1998-04-20,162,A
USGS,04170500,1998-04-21,154,A
USGS,04170500,1998-04-22,147,A
USGS,04170500,1998-04-23,136,A
USGS,04170500,1998-04-24,127,A
USGS,04170500,1998-04-25,121,A
USGS,04170500,1998-04-26,142,A
USGS,04170500,1998-04-27,151,A
USGS,04170500,1998-04-28,149,A
USGS,04170500,1998-04-29,143,A
USGS,04170500,1998-04-30,138,A
USGS,04170500,1998-05-01,143,A
USGS,04170500,1998-05-02,146,A
USGS,04170500,1998-05-03,152,A
USGS,04170500,1998-05-04,154,A
USGS,04170500,1998-05-05,154,A
USGS,04170500,1998-05-06,152,A
